Categoria,Tipu,Producte,Imatge,Alergens
Congelados,"Helados, postres y nata",Push Up helado de vainilla con mina de chocolate sin gluten 6 unidades,00118954100030____3__600x600.jpg,"['Leche', 'mantequilla', 'frutos secos', 'soja', 'leche']"
Congelados,"Helados, postres y nata",helado sabor fresa 3 unidades y sabor limón 3 unidades,00118954100873____2__600x600.jpg,[]
Congelados,"Helados, postres y nata",Happy helado de zumo de frutas sin gluten 5 unidades,00118954100279____2__600x600.jpg,['leche']
Congelados,"Helados, postres y nata",Fantasmikos helados con sabores variados a frutas 15 unidades,00118954100022____4__600x600.jpg,"['leche', 'frutos secos']"
Congelados,"Helados, postres y nata",helado con sabor marshmallow sin gluten 4 unidades,00118954100907____1__600x600.jpg,"['leche', 'huevo', 'frutos secos', 'Leche']"
Congelados,"Helados, postres y nata",Super Mix helados varios sabores sin gluten 5 unidades,00118954100444____1__600x600.jpg,"['Puede contener trazas de leche', 'Puede contener trazas de leche.']"
Congelados,"Helados, postres y nata",mini mix sabor naranja y limón 6 unidades,00118954100675____1__600x600.jpg,['Puede contener trazas de leche']
Congelados,"Helados, postres y nata",mini sabor lima-limón sin gluten 6 unidades,00118954100899____1__600x600.jpg,['leche']
Congelados,"Helados, postres y nata",My Sweet Deli tarta de manzana 6 porciones,00118955801560____1__600x600.jpg,"['lacteo', 'nueces', 'avellanas', 'mantequilla', 'almendras', 'huevo', 'pacanas', 'trigo']"
Congelados,"Helados, postres y nata",pizza de chocolate con topping de chocolates variados,00118950102576____1__600x600.jpg,"['nata', 'soja', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Helados, postres y nata",TARTA AL WHISKY,00118934601206____1__600x600.jpg,"['Leche', 'huevo', 'lácteo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",tarta sabor a nata con láminas al cacao,00118934601214____1__600x600.jpg,"['lácteo', 'leche', 'soja', 'Leche']"
Congelados,"Helados, postres y nata",tarta laminada de vainilla formato XXL,00118934600968____2__600x600.jpg,"['lactosa', 'leche', 'Leche']"
Congelados,"Helados, postres y nata",biscuit de nata y yema tostada,00118955801131____1__600x600.jpg,"['leche', 'soja', 'trigo', 'huevo']"
Congelados,"Helados, postres y nata",tarta cremosa de chocolate,00118955801149____1__600x600.jpg,"['leche', 'soja', 'trigo', 'huevo']"
Congelados,"Helados, postres y nata",tarta de queso fresco con arándanos,00201155801283____1__600x600.jpg,"['leche', 'soja', 'trigo', 'huevo']"
Congelados,"Helados, postres y nata",Patisserie Tarta al whisky tarta helada de vainilla y sabor nata,00118934601131____1__600x600.jpg,"['sésamo', 'Leche', 'avellanas', 'almendras', 'soja', 'huevo', 'cacahuetes', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Helados, postres y nata",Patisserie Romantica tarta helada sabor caramelo,00118934601149____1__600x600.jpg,"['avena', 'sésamo', 'Leche', 'avellanas', 'mantequilla', 'soja', 'huevo', 'cacahuetes', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Helados, postres y nata",brazo de chocolate,00118955801032____1__600x600.jpg,"['Huevo', 'Puede contener trazas de frutos de cáscara o cacahuete. Contiene soja, huevo, leche y derivados y gluten (trigo)', 'soja', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",tarta bombón 8 raciones,00118955800992____1__600x600.jpg,"['Puede contener trazas de frutos de cáscara y/o cacahuete. Contiene leche y derivados, huevo, soja, y gluten (trigo).', 'mantequilla', 'soja', 'huevo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",tarta de nata y trufa 8 raciones,00118955801008____1__600x600.jpg,"['lácteos', ' Puede contener trazas de frutos de cáscara y/o cacahuete. Contiene leche y derivados, huevo, soja, gluten (trigo)', 'lactosuero', 'mantequilla', 'nata', 'lactosa', 'soja', 'huevo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",Spiderman tarta infantil de chocolate,00118955801289____6__600x600.jpg,[]
Congelados,"Helados, postres y nata",tarta de queso cheesecake NY 6 raciones,00201155801226____1__600x600.jpg,"['Contiene gluten, trigo, huevo, soja, leche. Puede contener frutos con cáscara y sulfitos', 'TRIGO', 'MANTEQUILLA', 'HUEVO', 'NATA', 'LECHE', 'QUESO', 'SOJA']"
Congelados,"Helados, postres y nata",carrot cake tarta de zanahoria 8 raciones,00118955801115____1__600x600.jpg,"['sulfitos', 'nata', 'Contiene gluten, huevo, leche, frutos de cáscara, sulfitos y puede contener soja y cacahuetes', 'huevo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",tarta con galletas cheesecake 6 raciones,00118955801081____1__600x600.jpg,"['Contiene gluten, trigo, huevo, soja, leche. Puede contener frutos con cáscara y sulfitos', 'TRIGO', 'MANTEQUILLA', 'HUEVO', 'NATA', 'LECHE', 'QUESO', 'SOJA']"
Congelados,"Helados, postres y nata",Etiqueta Negra tarta al whisky con crema y nata 10 raciones,00118934600034____1__600x600.jpg,"['Leche', 'frutos secos', 'huevo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",tarta Selva Negra sabor chocolate y trufa,00118955800901____1__600x600.jpg,"['mazada', 'láctea', 'nata', 'soja', 'huevo', 'Contiene gluten, huevo, leche, soja y puede contener frutos de cáscara, cacahuetes y sulfitos', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",bloque de helado tres sabores nata vainilla y chocolate,00118933200356____1__600x600.jpg,"['leche', 'Leche']"
Congelados,"Helados, postres y nata",bloque de helado sabor nata,00118933200331____2__600x600.jpg,"['leche', 'Leche']"
Congelados,"Helados, postres y nata",bloque de helado sabor nata y fresa,00118933200349____1__600x600.jpg,"['leche', 'Leche']"
Congelados,"Helados, postres y nata",bloque de helado de turrón,00118933200364____1__600x600.jpg,"['almendra', 'leche', 'huevo', 'Leche']"
Congelados,"Helados, postres y nata","bloque de helado tres gustos vainilla, chocolate y nata",00118933200299____2__600x600.jpg,"['Leche', 'frutos secos', 'soja', 'huevo', 'leche', 'trigo']"
Congelados,"Helados, postres y nata",cubitos de hielo,00118932700851____1__600x600.jpg,[]
Congelados,"Helados, postres y nata",hielo en escamitas para mojitos,00118932700869____1__600x600.jpg,[]
Congelados,Pan y repostería congelada,baguetinas 4 unidades,00118936500208____2__600x600.jpg,"['sésamo', 'sulfitos', 'leche', 'trazas de alérgenos', 'soja', 'trazas', 'huevo', 'pescado', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Pan y repostería congelada,chapatas 2x160g,0118936500448000g01011.jpg,"['sésamo', 'centeno', 'leche', 'soja', 'huevo', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Pan y repostería congelada,pan de queso sin gluten16 unidades aprox.,0118936500463000g01011.jpg,"['HUEVO LIQUIDO,LECHE,QUESO 13%,']"
Congelados,Pan y repostería congelada,masa de hojaldre extendida,00118936500489____3__600x600.jpg,['trigo']
Congelados,Pan y repostería congelada,porras prefritas,0118936500539000g01011.jpg,"['sésamo', 'moluscos', 'Crustáceos', 'leche', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Pan y repostería congelada,churros artesanos lazo,00118936500497____2__600x600.jpg,"['crustáceos', 'moluscos', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Pan y repostería congelada,churros lazo,00118936500687____2__600x600.jpg,['trigo']
Congelados,Pan y repostería congelada,churros crujientes,00118936500653____2__600x600.jpg,"['soja', 'trigo', 'huevo', 'sésamo']"
Congelados,"Pescados, mariscos y surimis",rollito de mar porcionable sin gluten y sin lactosa,00118940700018____2__600x600.jpg,"['crustáceos', 'moluscos', 'soja', 'huevo', 'pescado']"
Congelados,"Pescados, mariscos y surimis",anguriñas pack 2x100 g sin gluten y sin lactosa,00118940700216____2__600x600.jpg,"['crustáceos', 'moluscos', 'soja', 'huevo', 'pescado']"
Congelados,"Pescados, mariscos y surimis",anguriñas pack 2x90 g reducidas en sal sin gluten,00118940700802____2__600x600.jpg,"['crustáceos', 'moluscos', 'soja', 'huevo', 'pescado']"
Congelados,"Pescados, mariscos y surimis",pack familiar 6 raciones,00118940700604____1__600x600.jpg,"['crustáceos', 'molusco', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",La Auténtica 2 raciones individuales de 215 g,00118940700745____6__600x600.jpg,"['crustáceos', 'molusco', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",La Auténtica 2 raciones individuales de 100 g.,0118940700513000g01011.jpg,"['crustáceos', 'molusco', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",al ajillo con gambas pack 2 raciones 125 g,00118940700653____1__600x600.jpg,"['sulfitos', 'molusco', 'soja', 'crustáceo', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",al ajillo pack 2 raciones de 125 g,00118940700646____2__600x600.jpg,"['crustáceos', 'molusco', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",palitos de mar,00118940700836____2__600x600.jpg,"['moluscos', 'crustáceo', 'huevo', 'pescado']"
Congelados,"Pescados, mariscos y surimis",palitos de surimi,00118940700521____1__600x600.jpg,"['soja', 'huevo', 'pescado', 'trigo', 'cangrejo']"
Congelados,"Pescados, mariscos y surimis",guinas de Aguinaga pack individual 2x125,00118940700463____1__600x600.jpg,"['molusco', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,"Pescados, mariscos y surimis",tronquitos de Alaska sabor cangrejo,00118940700075____1__600x600.jpg,"['crustáceos', 'soja', 'huevo', 'pescado', 'trigo']"
Congelados,"Pescados, mariscos y surimis",colas de mar sabor langosta,00118940700612____1__600x600.jpg,"[' trigo', 'pescado, crustáceos, gluten, huevo y soja.', 'soja', 'langosta', 'pescado']"
Congelados,"Pescados, mariscos y surimis",calamar entero,00118911001636____1__600x600.jpg,['Calamar']
Congelados,"Pescados, mariscos y surimis",calamar limpio,0118911001107000g01011.jpg,['Calamar']
Congelados,"Pescados, mariscos y surimis",chipirón troceado,00118911000265____1__600x600.jpg,['Calamar']
Congelados,"Pescados, mariscos y surimis",sepia limpia,0118911001099000g01011.jpg,['Sepia']
Congelados,"Pescados, mariscos y surimis",sepia limpia,00118911001412____2__600x600.jpg,['Sepia']
Congelados,"Pescados, mariscos y surimis",anillas de pota,00118911002279____6__600x600.jpg,"['metabisulfito', 'Pota Argentina', 'Volador']"
Congelados,"Pescados, mariscos y surimis",lágrimas de tinta de sepia 8 unidades,00118911001628____1__600x600.jpg,"['Sepia', 'puede contener trazas de crustáceos, pescados, apio y leche.']"
Congelados,"Pescados, mariscos y surimis",calamar troceado,00118911002006____3__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",gamba pelada 50-55 piezas,00118939400778____7__600x600.jpg,"['Gamba', 'metabisulfito']"
Congelados,"Pescados, mariscos y surimis",gamba pelada 35/40 piezas,00118939400794____6__600x600.jpg,"['Gamba', 'metabisulfito']"
Congelados,"Pescados, mariscos y surimis",gamba blanca cruda 100-120 piezas,00118939400786____6__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",gamba blanca cruda 50-60 piezas,00118939400554____2__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",gamba de Huelva cocida 50-60 piezas,00118939400604____1__600x600.jpg,"['Gamba', 'metabisulfito ']"
Congelados,"Pescados, mariscos y surimis",gamba blanca cruda 70/100 piezas,00118939400646____2__600x600.jpg,"['Gamba', 'metabisulfito']"
Congelados,"Pescados, mariscos y surimis",gamba pelada 60-80 piezas,00118939400687____7__600x600.jpg,['METABISULFITO']
Congelados,"Pescados, mariscos y surimis",gamba pelada 80-100 piezas,00118939400679____7__600x600.jpg,['SULFITOS']
Congelados,"Pescados, mariscos y surimis",gamba pelada 60-77 piezas,00118939400059____7__600x600.jpg,"['metabisulfito', 'Gambas']"
Congelados,"Pescados, mariscos y surimis",gamba roja pelada,00118939400356____2__600x600.jpg,"['Gamba roja', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gambas peladas,00118939400612____2__600x600.jpg,"['Gambas', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gamba cruda salvaje,00118939400885____2__600x600.jpg,"['Gamba', 'moluscos', 'pescado', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gamba cocida salvaje  80/100 piezas,00118939400893____2__600x600.jpg,"['Gamba', 'moluscos', 'pescado', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gamba salvaje pelada cruda 53-88 piezas,00118939400711____2__600x600.jpg,"['SULFITOS', 'GAMBAS PELADAS']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje cocido 40-60 piezas,00118938900174____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje cocido 30-40 piezas,00118938900166____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje cocido 20-25 piezas,00118938900307____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino crudo 48/64 piezas,00118938902030____7__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostinos cocidos 48/64 piezas,00118938902022____6__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino cocido 43-48 piezas,00118938900604____13__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino crudo 43-48 piezas,00118938900596____13__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje crudo 33-48 piezas,00118938900158____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje crudo 24-32 piezas,00118938900141____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",langostino salvaje crudo 10-15 piezas,00118938900299____1__600x600.jpg,"['metabisulfito', 'Langostinos']"
Congelados,"Pescados, mariscos y surimis",gambón crudo 12-16 piezas,00118938902097____1__600x600.jpg,"['metabisulfito', 'Gambón']"
Congelados,"Pescados, mariscos y surimis",gambón salvaje crudo especial plancha 20/30 piezas,00118938902410____1__600x600.jpg,"['metabisulfito', 'Gambón']"
Congelados,"Pescados, mariscos y surimis",langostino blanco crudo pelado,00118938901933____2__600x600.jpg,"['metabisulfito', 'Langostino']"
Congelados,"Pescados, mariscos y surimis",langostino cocido pelado grande,00118938901479____2__600x600.jpg,"['Metabisulfito', 'Langostino ']"
Congelados,"Pescados, mariscos y surimis",gambón argentino crudo especial plancha 20-30 piezas,00118938901107____1__600x600.jpg,"['metabisulfito', 'Gambón', 'Contiene sulfitos.']"
Congelados,"Pescados, mariscos y surimis",gambón cocido 15-25 piezas,00118938901917____2__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",gambón pelado cocido 20-30 piezas,00118938902014____2__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",gambón austral pelado crudo,00118938901024____2__600x600.jpg,"['metabisulfito', 'Gambon']"
Congelados,"Pescados, mariscos y surimis",gambón salvaje crudo 12/16 piezas,00118938902535____2__600x600.jpg,"['Gambón', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino austral gigante crudo especial plancha 16-24 piezas,00118938901909____4__600x600.jpg,"['Gambón', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino banana salvaje selección 20-30 piezas,00118938901438____3__600x600.jpg,"['Langostino', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino tigre extra cocido 24-32 piezas,00118938901420____1__600x600.jpg,"['Langostino', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino tigre salvaje selección 20-30 piezas,00118938901412____2__600x600.jpg,"['Langostino', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gambón pelado,00118938901990____3__600x600.jpg,"['Gambón', 'moluscos', 'pescado', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino tigre pelado crudo grande,00118938902477____1__600x600.jpg,"['Langostino', 'moluscos', 'pescado', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino vannamei crudo extra 24-40 piezas,00118938900950____4__600x600.jpg,"['Pescado', 'Langostino', 'moluscos', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gambón para horno listo en 15 minutos,00118938901784____5__600x600.jpg,"['Gambón', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostino vannamei cocido extra 24-40 piezas,00118938900968____5__600x600.jpg,"['Langostino', 'moluscos', 'pescado', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",langostinos crudo bio ecológico 40-48 piezas,00118938902089____7__600x600.jpg,"['Langostino', 'sulfitos']"
Congelados,"Pescados, mariscos y surimis",gambón crudo 14-21 piezas sin gluten,00118938901925____2__600x600.jpg,"['SULFITOS', 'LANGOSTINO ARGENTINO']"
Congelados,"Pescados, mariscos y surimis",almeja del pacífico 18-27 unidades,00118911002147____1__600x600.jpg,['molusco']
Congelados,"Pescados, mariscos y surimis",carne de vieira con coral,00118911002212____6__600x600.jpg,['Vieira']
Congelados,"Pescados, mariscos y surimis",carne de zamburiña limpia 40-60 piezas,00118911001677____1__600x600.jpg,['Carne de zamburiña (Chlamys varia)']
Congelados,"Pescados, mariscos y surimis",buey de mar cocido,00118911001321____6__600x600.jpg,['Buey de mar']
Congelados,"Pescados, mariscos y surimis",carne de mejillón natural,00118911001263____1__600x600.jpg,['mejillón']
Congelados,"Pescados, mariscos y surimis",cigalas crudas 13-16 piezas,00118911000943____3__600x600.jpg,"['metabisulfito', 'Contiene sulfitos.', 'Cigala']"
Congelados,"Pescados, mariscos y surimis",cigalas crudas 17-20 piezas,00118911001305____1__600x600.jpg,"['metabisulfito', 'Cigala', 'Contiene ']"
Congelados,"Pescados, mariscos y surimis",nécora cruda 5/8 piezas,00118911001925____1__600x600.jpg,['Nécora']
Congelados,"Pescados, mariscos y surimis",bocas y pechos de cangrejo cocido,00118911001693____1__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",carabinero 5-8 piezas,00118911000984____6__600x600.jpg,"['metabisulfito', 'pescado y moluscos.', 'Carabinero']"
Congelados,"Pescados, mariscos y surimis",preparado de mariscos para paella añadir arroz y listo 2 raciones,00118947400190____2__600x600.jpg,"['crustáceos', 'Huevo', 'moluscos', 'sulfitos', 'almejas del Pacífico', 'Leche', 'mejillón', 'almejas blancas', 'apio', 'pescado', 'langostino', 'pota']"
Congelados,"Pescados, mariscos y surimis",buey de mar cocido,00118911000117____1__600x600.jpg,['Buey de mar']
Congelados,"Pescados, mariscos y surimis",carne de vieira,00118911000521____2__600x600.jpg,['Vieira']
Congelados,"Pescados, mariscos y surimis",vieira media concha,00118911001123____2__600x600.jpg,['Vieira']
Congelados,"Pescados, mariscos y surimis",vieira rellena con gambas,00118946900281____1__600x600.jpg,"['sulfitos', 'Leche', 'molusco', 'pan', 'leche', 'crustáceo', 'gamba', 'buey', 'gluten', 'pescado', 'vieira', 'trigo']"
Congelados,"Pescados, mariscos y surimis",preparado de mariscos para paella tradicional sin gluten 2 raciones,00118947400158____1__600x600.jpg,"['crustáceos', 'metabisulfito sódico', 'moluscos', 'almeja', 'mejillón', 'camarón', 'pescado', 'langostino', 'leche', 'anchoa', 'pota']"
Congelados,"Pescados, mariscos y surimis",filetes de merluza sin piel 10-20 piezas,00118937000497____4__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",filetes de merluza sin piel,00118937000034____1__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",filetes de merluza sin piel baby,00201137000244____1__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",lomos de merluza 4-5 piezas,00118937000067____3__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",corazones de filete de merluza 6 unidades,00118937000091____2__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",centros de merluza 4 unidades,00118937000570____1__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",medallones de filete de merluza sin piel 4-5 piezas,00118937000117____2__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",ventresca de merluza,00118937000109____1__600x600.jpg,"['Merluza', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",lomos y centros de merluza del Cabo 4-5 piezas,0118937000455000g01011.jpg,[]
Congelados,"Pescados, mariscos y surimis",filete de merluza del Cabo sin piel 4-7 piezas,00118937000562____1__600x600.jpg,['Merluza']
Congelados,"Pescados, mariscos y surimis",cocochas de merluza,00118937000018____1__600x600.jpg,['Cocochas de merluza']
Congelados,"Pescados, mariscos y surimis",filetes de merluza del Cabo sin piel crudos,00118937000588____2__600x600.jpg,['Filetes de merluza']
Congelados,"Pescados, mariscos y surimis",rodajas de merluza de cola azul,00118937000612____6__600x600.jpg,"['moluscos, crustáceus y sulfitos.', 'Merluza']"
Congelados,"Pescados, mariscos y surimis",solomillo de bacalao,00118910500711____3__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",filetes de bacalao en trozos,0118910500067000g01011.jpg,"['Bacalao', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",lomos de bacalao en su punto de sal,00118910500190____3__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",supremas de bacalao fresco sin salar 2/3 unidades,00118910501743____1__600x600.jpg,"['Bacalao', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",filete de rape,00118910500042____1__600x600.jpg,"['crustáceos', 'Rape', 'moluscos']"
Congelados,"Pescados, mariscos y surimis",migas de bacalao en su punto de sal,00118910501735____1__600x600.jpg,"['Bacalao', 'moluscos', 'crustáceos']"
Congelados,"Pescados, mariscos y surimis",lomos de salmón sin espinas,00118910501503____1__600x600.jpg,['Salmón']
Congelados,"Pescados, mariscos y surimis",filetes de bacalao,00201110501572____1__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",lomos extra de bacalao ultracongelado al punto de sal,00118910501149____1__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",delicias de bacalao ultracongelado al punto de sal,00118910501156____1__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",filetes de atún solomillos sin piel,00118910501073____2__600x600.jpg,['Atún']
Congelados,"Pescados, mariscos y surimis",filetes de bonito del norte solomillo sin piel,00118910500752____1__600x600.jpg,['Bonito']
Congelados,"Pescados, mariscos y surimis",filetes de abadejo de Alaska,00118910501313____2__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",boquerón limpio,00118910501248____2__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",cola de rape,00118910500943____1__600x600.jpg,['Rape']
Congelados,"Pescados, mariscos y surimis",cocochas de bacalao crudas,00118910501552____6__600x600.jpg,"['bacalao', 'crustáceos, moluscos ', ' sulfitos.']"
Congelados,"Pescados, mariscos y surimis",pez espada 2 piezas,00118910500968____2__600x600.jpg,['Pez espada']
Congelados,"Pescados, mariscos y surimis",suprema de salmón de Noruega sin espinas,00118910500885____1__600x600.jpg,[]
Congelados,"Pescados, mariscos y surimis",filetes de bacalao al punto de sal,00118910501529____7__600x600.jpg,['Bacalao']
Congelados,"Pescados, mariscos y surimis",filetes de rape,0118910500331000g01011.jpg,['rape']
Congelados,"Pescados, mariscos y surimis",colas de rape 3-4 piezas,0118910500802000g01011.jpg,['Rape']
Congelados,"Pescados, mariscos y surimis",lomos de bacalao salvaje al punto de sal,00118910501511____6__600x600.jpg,['pescado']
Congelados,"Pescados, mariscos y surimis",pulpo entero crudo,00118911001370____6__600x600.jpg,['Pulpo']
Congelados,"Pizza, Lasaña y Canelones",Formaggi pizza 4 quesos sin gluten,00118950102303____2__600x600.jpg,"['queso', 'trigo', 'huevo']"
Congelados,"Pizza, Lasaña y Canelones",Prosciutto pizza de jamón sin gluten,00118950102238____3__600x600.jpg,"['queso', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Masa Fina pizza de 4 quesos,0118950101958000g01011.jpg,"['avena', 'crustáceos', 'queso', 'frutos secos', 'nata', 'soja', 'apio', 'cebada', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Masa Fina pizza de jamón y queso,0118950101941000g01011.jpg,"['avena', 'crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'cebada', 'pescado', 'mostaza', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",La Pizzeria pizza de aceitunas y tomates cherry,00118950102436____1__600x600.jpg,"['leche', 'queso', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",La Pizzeria pizza de ricota de búfala y tomates cherry,00118950102428____1__600x600.jpg,"['queso', 'nata', 'ricota', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Pollo BBQ pizza tradicional italiana al puro estilo americano sabor pollo barbacoa,00118950102584____12__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'malta', 'mostaza', 'pescado', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Western pizza tradicional italiana al puro estilo americano sabor salami maiz y alubias,00118950102600____7__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'malta', 'mostaza', 'pescado', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza vegetal calabacín pimientos y aceitunas,00118950101057____1__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza de jamón y queso,00118950101032____1__600x600.jpg,"['crustáceos', 'queso', 'quesos', 'frutos secos', 'nata', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Tonno pizza con atún en aceite,00118950101149____2__600x600.jpg,"['crustáceos', 'atún', 'quesos', 'frutos secos', 'soja', 'apio', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",4 Stagioni pizza de queso salami champiñones y jamón cocido,00118950102212____2__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza 4 quesos con emmental mozzarella gorgonzola y queso curado,00118950101040____2__600x600.jpg,"['queso ', 'utos secos, pescado,  crustáceos, mostaza', 'nata', 'soja', 'apio', 'leche ', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza caprese tomate cherry mozzarella y pesto,00118950101164____2__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza de pollo con mozzarella y vegetales,00118950101891____1__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'apio', 'soja', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Proscuitto e Funghi pizza de jamón y champiñones,00118950102147____2__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
