Categoria,Tipu,Producte,Imatge,Alergens
Congelados,"Pizza, Lasaña y Canelones",Barbacoa pizza con carne bacon y salsa barbacoa,00118950101982____1__600x600.jpg,"['crustáceos', 'quesos', 'frutos secos', 'soja', 'apio', 'cebada', 'mostaza', 'pescado', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Delizia pizza de queso emmental puerros y crema de leche,00118950101883____1__600x600.jpg,"['crustáceos', 'queso', 'quesos', 'frutos secos', 'nata', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Carbonara pizza con bacon cebolla y crema de leche,00118950101875____2__600x600.jpg,"['crustáceos', 'frutos secos', 'nata', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Prosciutto pizza de jamón y queso especial microondas,00118950101990____3__600x600.jpg,"['crustáceos', 'queso', 'centeno', 'frutos secos', 'soja', 'apio', 'cebada', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Formaggi pizza 4 quesos con edam emmental mozzarela y gorgonzola especial microondas,00118950102022____4__600x600.jpg,"['quesos', 'centeno', 'frutos secos', 'soja', 'apio', 'huevo', 'cebada', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",mini pizzas 3 quesos 9 unidades,00118950100539____2__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'nata', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",mini pizzas capricciosa jamón y queso 9 unidades,00118950100521____2__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",mini pizzas de atún 9 unidades,0118950100687000g01011.jpg,"['crustáceos', 'queso', 'atún', 'frutos secos', 'soja', 'apio', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",mini pizzas de frankfurt y queso 9 unidades,0118950101313000g01011.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",mini pizzas a la boloñesa 9 unidades,00201150102414____1__600x600.jpg,"['crustáceos', 'queso', 'frutos secos', 'soja', 'apio', 'pescado', 'mostaza', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza de chocolate con topping de chocolates variados,00118950102576____1__600x600.jpg,"['nata', 'soja', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",Yes It's Pizza de brécol mozarella y champiñones y con base de espinacas,00118950103012____1__600x600.jpg,"['queso mozzarella', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Yes It's Pizza de calabacín cebolla roja queso y jamón cocido y con base de remolacha,00118950103004____1__600x600.jpg,"['queso', 'trigo', 'nata']"
Congelados,"Pizza, Lasaña y Canelones",Rústica Royal pizza jamón y champiñones,00118950102550____2__600x600.jpg,"['soja', 'trigo', 'cebada', 'queso (gouda, emmental)']"
Congelados,"Pizza, Lasaña y Canelones",Rustica pizza 4 quesos,00201150102398____1__600x600.jpg,"['queso gouda', 'queso mozzarella', 'queso edam', 'soja', 'cebada', 'leche', 'queso emmental', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Tonno pizza de atún y cebolla,00118950101156____3__600x600.jpg,"['queso', 'atún', 'edam', 'mozzarella', 'soja', 'cebada', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Prosciutto Funghi pizza con jamón y champiñones,00118950101008____3__600x600.jpg,"['queso', 'edam', 'mozzarella', 'cebada', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Quattro Formaggi pizza 4 quesos mozzarella edam emmental y azul,00118950101016____3__600x600.jpg,"['queso mozzarella', 'queso edam', 'nata', 'queso azul', 'cebada', 'queso emmental', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Bolognese pizza con carne de ternera y salsa boloñesa,00118950101180____3__600x600.jpg,"['queso', 'edam', 'cebada', 'leche', 'trigo', 'gouda']"
Congelados,"Pizza, Lasaña y Canelones",pizza salami,00118950102063____3__600x600.jpg,"['queso', 'edam', 'cebada', 'leche', 'trigo', 'gouda']"
Congelados,"Pizza, Lasaña y Canelones",jamón y queso 2 baguettes,0118950100356000g01011.jpg,"['queso', 'yogur', 'mantequilla', 'queso edam', 'nata', 'leche', 'trigo', 'suero lácteo']"
Congelados,"Pizza, Lasaña y Canelones",4 quesos 2 baguettes,0201150100392000g01011.jpg,"['yogur', 'queso mozzarella', 'queso edam', 'nata', 'queso azul', 'queso cheddar', 'leche', 'queso emmental', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Bolognesa pizza con carne de ternera,00118950101677____2__600x600.jpg,"['mozzarella', 'queso', 'trigo', 'edam']"
Congelados,"Pizza, Lasaña y Canelones",Prosciutto pizza sabor clásico con jamón y queso suave,00118950100968____2__600x600.jpg,"['queso', 'yogur', 'edam', 'mozzarella', 'soja', 'huevo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza espinacas,00118950100992____2__600x600.jpg,"['mozzarella', 'queso', 'trigo', 'edam']"
Congelados,"Pizza, Lasaña y Canelones",pizza carbonara,00201150102349____1__600x600.jpg,"['queso', 'nata', 'edam', 'mozzarella', 'soja', 'huevo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza cuatro quesos mozzarella edamer emmental y queso azul,00118950100976____2__600x600.jpg,"['queso mozzarella', 'queso edam', 'nata', 'queso azul', 'soja', 'queso emmental', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Tonno pizza con atún,00118950101628____2__600x600.jpg,"['queso', 'atún', 'edam', 'mozzarella', 'soja', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Speciale pizza con jamón salami y champiñones,00118950101511____2__600x600.jpg,"['mozzarella', 'queso', 'trigo', 'edam']"
Congelados,"Pizza, Lasaña y Canelones",Funghi pizza con champiñones,00118950101529____2__600x600.jpg,"['mozzarella', 'queso', 'trigo', 'edam']"
Congelados,"Pizza, Lasaña y Canelones",Mozzarella pizza con mozzarella fresca y salsa pesto,00118950101172____2__600x600.jpg,"['queso mozzarella', 'queso edam', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza de pollo,00118950102055____2__600x600.jpg,"['queso', 'nata', 'edam', 'mozzarella', 'cebada', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza con queso y tomate,00118950102311____2__600x600.jpg,"['queso mozzarella', 'queso edam', 'trigo', 'queso de cabra']"
Congelados,"Pizza, Lasaña y Canelones",Hawaii pizza con jamón cocido y piña,00118950101537____2__600x600.jpg,"['mozzarella', 'queso', 'trigo', 'edam']"
Congelados,"Pizza, Lasaña y Canelones",pizza vegetal,00118950101925____2__600x600.jpg,"['queso', 'nata', 'edam', 'mozzarella', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza sabor barbacoa,00118950102048____2__600x600.jpg,"['queso mozzarella', 'queso edam', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza con salami mozzarella y pesto,00118950102568____1__600x600.jpg,"['queso mozzarella', 'queso edam', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza mozarella con tomates cherry y pesto sin gluten,00118950102477____1__600x600.jpg,"['queso mozzarella', 'leche', 'queso edam']"
Congelados,"Pizza, Lasaña y Canelones",pizza proscuitto jamón y queso sin gluten,00118950102469____1__600x600.jpg,"['QUESO MOZZARELLA, EDAM', 'huevo', 'yogur', 'leche']"
Congelados,"Pizza, Lasaña y Canelones",barbacoa 2 baguettes,0118950100729000g01011.jpg,"['queso edam', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza de espinacas y ricotta,00118950102410____1__600x600.jpg,"['queso mozzarella', 'trigo', 'queso ricotta', 'nata']"
Congelados,"Pizza, Lasaña y Canelones",Mozzarella pizza con queso mozzarella tomate cherry y pesto,00118950101404____1__600x600.jpg,"['queso mozzarella', 'queso edam', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",Speciale pizza con salami jamón champiñones queso y tomate,00118950101412____2__600x600.jpg,"['queso edam', 'lactosa', 'huevo', 'cebada', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",bases de pizza clásicas 4 unidades,00118950101131____2__600x600.jpg,['trigo']
Congelados,"Pizza, Lasaña y Canelones",pizza boloñesa,00118950102337____1__600x600.jpg,"['leche', 'soja', 'trigo', 'sulfitos']"
Congelados,"Pizza, Lasaña y Canelones",pizza de atún,00118950102378____1__600x600.jpg,"['leche', 'trigo', 'atún']"
Congelados,"Pizza, Lasaña y Canelones",pizza de jamón y queso,00118950102345____1__600x600.jpg,"['leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza vegetal,00118950102386____1__600x600.jpg,"['leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",pizza 4 quesos cocida en horno de leña,00118950102352____1__600x600.jpg,"['leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",minipizza 3 quesos 9 unidades,00118950102642____1__600x600.jpg,"['queso', 'queso mozzarella', 'mantequilla', 'queso edam', 'nata', 'soja', 'leche', 'queso emmental', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",minipizza de jamón y queso 9 unidades,00118950102634____1__600x600.jpg,"['queso mozzarella', 'mantequilla', 'queso edam', 'soja', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",baguette de jamón y queso 2 unidades,00118950102659____1__600x600.jpg,"['leche', 'soja', 'trigo', 'queso Mozzarella']"
Congelados,"Pizza, Lasaña y Canelones",baguettes 4 quesos 2 unidades,00118950102667____1__600x600.jpg,"['queso', 'quesos', 'Emmental', 'Edam', 'Cheddar', 'leche', 'trigo', 'Mozzarella']"
Congelados,"Pizza, Lasaña y Canelones",pizza BIO 5 Colori biológica con mozarella calabacín berenjena peperoni cebolla y tomates,00118950102683____1__600x600.jpg,"['lácticos', 'nueces', 'leche', 'huevos', 'soja', 'pescado', 'gluten', 'trigo', 'mariscos']"
Congelados,"Pizza, Lasaña y Canelones",pizza BIO Mia biológica margarita con tomate y mozarella,00118950102675____1__600x600.jpg,"['crustáceos', 'lácticos', 'nueces', 'leche', 'huevos', 'soja', 'pescado', 'gluten', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña barbacoa con salsa barbacoa 2 raciones,00118929001941____2__600x600.jpg,"['queso', 'huevo', 'cebada', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa con pasta fresca al huevo para horno o micro 1 ración,00118929002097____6__600x600.jpg,"['queso', 'huevo', 'cebada', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa,00118929000489____3__600x600.jpg,"['leche', 'queso', 'trigo', 'huevo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña de atún,00118929000638____2__600x600.jpg,"['queso', 'atún', 'huevo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña de espinacas y queso fresco,00118929000646____4__600x600.jpg,"['leche', 'queso', 'trigo', 'huevo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña jamón york y queso suave 2 raciones,00118929000968____8__600x600.jpg,"['leche', 'queso', 'trigo', 'huevo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa con bechamel,00201129001606____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'Queso', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",lasaña 4 quesos,00118929000984____2__600x600.jpg,"['lácteos', 'queso', 'crustáceos', 'sésamo', 'moluscos', 'quesos', 'nata', 'lactosa', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa con queso emmental,00118929001560____1__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",lasaña vegetal con bechamel para horno y microondas,00118929001073____2__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'nata', 'lactosa', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa sin gluten 2 raciones,00118929001826____1__600x600.jpg,"['pescado, crustáceos, moluscos, frutos de cáscara, apio', 'leche, huevo', 'soja', 'huevo', 'mostaza', 'Queso', 'leche']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa 2 raciones,00118929001594____4__600x600.jpg,"['sulfitos', 'leche', 'huevo', 'Queso', 'gluten', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña vegetales 2 raciones,00118929001602____4__600x600.jpg,"['huevo', 'gluten', 'Queso', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña boloñesa biológica,00118929001867____1__600x600.jpg,"['sulfitos', 'mantequilla', 'apio', 'huevo', 'cebada', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña con pesto genovés biológica,00118929001842____1__600x600.jpg,"['mantequilla', 'fermento', 'piñas de pino', 'huevos', 'huevo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",lasaña con ragú vegetal biológica,00118929001859____1__600x600.jpg,"['sulfitos', 'mantequilla', 'apio', 'soja', 'huevo', 'leche', 'levadura', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de atún,00118929000471____7__600x600.jpg,"['queso', 'atún', 'huevo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne con pasta fresca al huevo para horno o micro 1 ración,00118929002089____11__600x600.jpg,"['queso', 'huevo', 'cebada', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne,00118929000117____12__600x600.jpg,"['leche', 'queso', 'trigo', 'huevo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne 2 raciones,00118929001610____3__600x600.jpg,"['sulfitos', 'soja', 'huevo', 'gluten', 'Queso', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de atún 2 raciones,00118929001628____2__600x600.jpg,"['sulfitos', 'atún', 'huevo', 'gluten', 'Queso', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne con bechamel 12 unidades,00118929001982____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'trazas de alérgenos', 'apio', 'soja', 'huevo', 'pescado', 'gluten', 'mostaza', 'Queso', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",canelones de atún con bechamel para horno y microondas,00118929001081____2__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'Leche', 'atún', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne con bechamel gratinados,0118929000695000g01011.jpg,"['crustáceos', 'sésamo', 'moluscos', 'apio', 'soja', 'huevo', 'pescado', 'gluten', 'mostaza', 'Queso', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",canelones de carne con queso emmental,00118929001552____1__600x600.jpg,"['crustáceos', 'queso', 'moluscos', 'Leche', 'apio', 'soja', 'huevo', 'pescado', 'gluten', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",canelones de marisco con queso emmental,00118929001578____1__600x600.jpg,"['rape', 'merluza', 'nata', 'trazas de alérgenos', 'camarón', 'gluten', 'crustáceos', 'queso', 'moluscos', 'soja', 'pescado', 'lácteo', 'leche', 'frutos de cáscara', 'cangrejo', 'lactosa', 'huevo', 'mostaza', 'trigo', 'sepia', 'apio', 'gamba']"
Congelados,"Pizza, Lasaña y Canelones",canelones de setas con queso emmental,00118929001586____1__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'mantequilla', 'lactosa', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,"Pizza, Lasaña y Canelones",Receta Maestra canelones con foie y trufa con queso emmental,00118929002063____1__600x600.jpg,"['huevo, soja, crustáceos, pescado, moluscos, frutos de cáscara y apio', 'lactosa', 'gluten', 'lácteo', 'leche', 'trigo']"
Congelados,"Pizza, Lasaña y Canelones",canelones de queso ricotta y espinacas biológicos,00118929001875____1__600x600.jpg,"['mantequilla', 'apio', 'huevo', 'leche', 'levadura', 'trigo']"
Congelados,Platos preparados congelados,macarrones con queso biológicos,00118929001834____1__600x600.jpg,"['leche', 'trigo', 'nata']"
Congelados,Platos preparados congelados,fideos orientales yakisoba,00118959601537____1__600x600.jpg,"['leche, huevo, pescado, crustáceos, moluscos, frutos de cáscara', 'apio', 'soja', 'mostaza', 'gluten, soja', 'trigo', 'soja, apio']"
Congelados,Platos preparados congelados,Risotto 4 quesos,00118959601495____1__600x600.jpg,"['lácteos', 'queso', 'crustáceos', 'moluscos', 'sésamo', 'quesos', 'nata', 'lactosa', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Platos preparados congelados,Risotto funghi,00118959601487____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'quesos', 'nata', 'lactosa', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'lácteo', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Platos preparados congelados,arroz integral con buigur y pollo,00118958200570____2__600x600.jpg,"['soja', 'trigo', 'trazas alérgenos']"
Congelados,Platos preparados congelados,pavo con verduras calentar y listo microondas sin gluten,00118931301941____7__600x600.jpg,"['apio', 'leche', 'soja', 'huevo']"
Congelados,Platos preparados congelados,patatas rancheras con bacon y queso sin gluten,00118931301917____7__600x600.jpg,"['lácteos', 'queso', 'mantequilla', 'soja', 'huevo', 'lácteo', 'leche']"
Congelados,Platos preparados congelados,albondigas suecas para horno o microondas 4 minutos,00118928501511____1__600x600.jpg,"['leche, huevo', 'soja', 'huevo', 'leche', 'trigo', 'pescado, crustáceos, moluscos, frutos de cáscara, apio y mostaza']"
Congelados,Platos preparados congelados,Albondigas de ternera con salsa de tomate y albahaca biológicas,00118928501388____1__600x600.jpg,"['fermento', 'apio', 'huevo', 'leche', 'trigo']"
Congelados,Platos preparados congelados,empanadillas de pollo masa ultra fina,00118925200406____2__600x600.jpg,"['gluten', 'trigo', 'huevo']"
Congelados,Platos preparados congelados,mini pasteles de hojaldre rellenos de carne 9 unidades,00118931300786____2__600x600.jpg,"['leche', 'soja', 'trigo', 'huevo']"
Congelados,Platos preparados congelados,pimientos del piquillo rellenos de marisco,00201131302166____1__600x600.jpg,"['metabisulfito', 'crustáceos', 'sulfitos', 'Leche', 'merluza', 'leche', 'pescado', 'gluten', 'gamba', 'trigo']"
Congelados,Platos preparados congelados,sopa de pescado mediterránea,00118927100752____1__600x600.jpg,"['trigo', 'merluza', 'pota']"
Congelados,Platos preparados congelados,filete de pescado gratinado con tomate y albahaca,00118929001958____7__600x600.jpg,"['Abadejo', 'trigo', 'pescado']"
Congelados,Platos preparados congelados,filete de pescado gratinado con patata y romero,00118929001966____7__600x600.jpg,"['Abadejo', 'trigo', 'pescado']"
Congelados,Platos preparados congelados,filete de pescado gratinado con hierbas provenzales,00118929001974____7__600x600.jpg,"['Abadejo', 'trigo', 'pescado']"
Congelados,Platos preparados congelados,salpicón de marisco,00118946900513____2__600x600.jpg,"['colo', 'ado bla', 'mejillón', 'ambón ', '), ag', 'tabisulfito s', 'cida (', 'Marisco', 'jo (2,25']"
Congelados,Platos preparados congelados,Guisantes finos al vapor listos en 3 minutos,00118926600422____2__600x600.jpg,[]
Congelados,Platos preparados congelados,menestra cuatro estaciones al vapor listo en 3 minutos,00118926600430____1__600x600.jpg,[]
Congelados,Platos preparados congelados,menestra gourmet al vapor 2 bolsas individuales,00201126600525____1__600x600.jpg,[]
Congelados,Platos preparados congelados,salteado campesina al vapor 2 bolsas individuales,00118926600562____1__600x600.jpg,[]
Congelados,Platos preparados congelados,palitos de verdura chirivia y boniato sin gluten,00118926600604____1__600x600.jpg,[]
Congelados,Platos preparados congelados,de calabacín asado y zanahoria con queso de Burgos,00118926600315____1__600x600.jpg,"['mantequilla', 'leche', 'queso']"
Congelados,Platos preparados congelados,de champiñones y boletus,00118926600281____1__600x600.jpg,"['mantequilla', 'leche']"
Congelados,Platos preparados congelados,de guisantes con jamón ibérico,00118926600323____1__600x600.jpg,"['mantequilla', 'leche']"
Congelados,Platos preparados congelados,mussaka lasaña de berenjena,0201159601465000g01011.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'láctea', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'gluten', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Platos preparados congelados,quinoa con kale y lentejas,00118958300784____2__600x600.jpg,['trazas alérgenos']
Congelados,Platos preparados congelados,pimientos del piquillo rellenos de bacalao 2 unidades,00118931301727____1__600x600.jpg,"['bacalao', 'merluza', 'leche', 'trigo', 'Gadus Morhua']"
Congelados,Platos preparados congelados,pintxo de huevo frito con patatas y bacon sin gluten,00118931301180____1__600x600.jpg,"['soja', 'huevo']"
Congelados,Platos preparados congelados,Gourmet tortilla de patata con cebolla sin gluten,00118931301172____3__600x600.jpg,['huevo']
Congelados,Platos preparados congelados,Spanish burger pack 2 tortillas baby sin cebolla sin gluten,00118931301602____1__600x600.jpg,['huevo']
Congelados,Platos preparados congelados,Spanish burger pack 2 tortillas baby sin gluten,00118931301594____1__600x600.jpg,['huevo']
Congelados,Platos preparados congelados,tortilla de patata con cebolla lista en 5 minutos sin gluten,00118931301511____3__600x600.jpg,['huevo']
Congelados,Platos preparados congelados,cous cous con quinoa y verduras,00118958300743____1__600x600.jpg,['fletán']
Congelados,Platos preparados congelados,cous cous mediterráneo biológico,00118959601610____1__600x600.jpg,"['apio', 'soja', 'trigo']"
Congelados,Platos preparados congelados,preparado para huevos rotos con 35% york y bacon añadir huevo y listo sin gluten,00118958400493____7__600x600.jpg,"['lactosa', 'leche', 'soja']"
Congelados,Precocinados rebozados,pollo empanado 4 unidades,00118928500091____2__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'soja', 'huevo', 'cebada', 'pescado', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo rebozado fino familiar 25 unidades,00118928500745____2__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,Precocinados rebozados,nuggets de pavo,00118928500893____1__600x600.jpg,"['crustáceos', 'moluscos', 'frutos secos', 'soja', 'huevo', 'pescado', 'leche', 'trigo']"
Congelados,Precocinados rebozados,nuggets de pollo con queso 15 unidades,00118928500380____1__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'soja', 'huevo', 'pescado', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo con salsa barbacoa 12 unidades,00118928500166____2__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'sulfitos', 'lactosa', 'soja', 'huevo', 'pescado', 'mostaza', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,alitas de pollo asadas a la barbacoa,00118928501131____2__600x600.jpg,"['gluten', 'soja', 'huevo', 'leche']"
Congelados,Precocinados rebozados,fingers de pollo 16 unidades aprox,00118928500836____2__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'soja', 'huevo', 'cebada', 'pescado', 'leche', 'trigo']"
Congelados,Precocinados rebozados,cordon bleu de cerdo jamón y queso 4 unidades,00118928501263____2__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'mantequilla', 'soja', 'huevo', 'cebada', 'pescado', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,San Jacobos jamón y queso empanado 5 unidades,00118928500075____1__600x600.jpg,"['queso', 'sésamo', 'moluscos', 'soja', 'huevo', 'cebada', 'pescado', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,mini San Jacobos 16 unidades,00118928500695____2__600x600.jpg,"['crustáceos', 'queso', 'sésamo', 'moluscos', 'soja', 'huevo', 'cebada', 'pescado', 'leche', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo con salsa barbacoa,00118928500596____1__600x600.jpg,"['soja', 'trigo']"
Congelados,Precocinados rebozados,empanado de pollo,00118928501370____1__600x600.jpg,"['soja', 'trigo']"
Congelados,Precocinados rebozados,fingers de pollo marinado,00118928501289____1__600x600.jpg,"['gluten', 'trigo']"
Congelados,Precocinados rebozados,nugget de pollo empanado fino y crujiente,00118928501362____1__600x600.jpg,"['soja', 'trigo']"
Congelados,Precocinados rebozados,nuggets de pollo,0201128500673000g01011.jpg,"['soja', 'trigo']"
Congelados,Precocinados rebozados,san jacobo empanado 4 unidades,00118928501271____3__600x600.jpg,"['lácteos', 'queso', 'lactosa', 'soja', 'lácteo', 'leche', 'trigo']"
Congelados,Precocinados rebozados,nuggets de pollo 2 minutos,00118928501198____1__600x600.jpg,"['crustáceos', 'trigo', 'sésamo', 'moluscos', 'Empanado', 'leche', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'gluten', 'Relleno (62%)', 'frutos de cáscara']"
Congelados,Precocinados rebozados,pechuguitas de pollo empanadas 8 unidades aprox,00118928501032____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'leche', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo sin gluten,00118928500927____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'leche', 'frutos de cáscara']"
Congelados,Precocinados rebozados,Pop nuggets palomitas de pollo 4 raciones de 10 unidades,00118928500802____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'leche', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,finger de pollo con pechuga entera sin gluten,00118928501214____1__600x600.jpg,"['crustáceos', 'moluscos', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'leche', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo para microondas 10 unidades aprox,00118928500976____1__600x600.jpg,"['crustáceos', 'sésamo', 'moluscos', 'leche', 'trazas de alérgenos', 'soja', 'apio', 'huevo', 'pescado', 'mostaza', 'gluten', 'trigo', 'frutos de cáscara']"
Congelados,Precocinados rebozados,nuggets de pollo 13 unidades aprox,00118928501297____1__600x600.jpg,"['soja', 'huevo', 'mostaza', 'leche, pescado, crustáceos, moluscos, frutos de cáscara, apio', 'gluten, huevo', 'trigo']"
